home_h1_count,home_h1_total_persistence,home_h1_mean_persistence,home_h1_max_persistence,home_clusters,away_h1_count,away_h1_total_persistence,away_h1_mean_persistence,away_h1_max_persistence,away_clusters,d_bottleneck_AB,d_landscape_l2_AB,match_id,frame_idx
1,8.304344177246094,8.304344177246094,8.304344177246094,7,0,0.0,0.0,0.0,2,4.152172088623047,16.84009945134982,2015213,27
1,5.841695785522461,5.841695785522461,5.841695785522461,6,0,0.0,0.0,0.0,3,2.9208478927612305,10.812364960868864,2015213,28
1,10.005517959594727,10.005517959594727,10.005517959594727,8,0,0.0,0.0,0.0,6,5.002758979797363,24.138753877402063,2015213,29
0,0.0,0.0,0.0,4,0,0.0,0.0,0.0,4,0.0,0.0,2015213,30
1,1.2844924926757812,1.2844924926757812,1.2844924926757812,7,0,0.0,0.0,0.0,4,0.6422462463378906,1.3226559232077482,2015213,31
0,0.0,0.0,0.0,5,0,0.0,0.0,0.0,4,0.0,0.0,2015213,32
0,0.0,0.0,0.0,4,0,0.0,0.0,0.0,3,0.0,0.0,2015213,33
1,1.9728546142578125,1.9728546142578125,1.9728546142578125,8,1,0.44860267639160156,0.44860267639160156,0.44860267639160156,7,0.9864273071289062,2.6427317075047436,2015213,34
2,6.5513916015625,3.27569580078125,4.758634567260742,8,1,1.653158187866211,1.653158187866211,1.653158187866211,6,2.3793172836303706,18.837239750720343,2015213,35
2,10.972904205322266,5.486452102661133,5.999111175537109,9,1,6.756290435791016,6.756290435791016,6.756290435791016,8,2.486896514892578,18.241344999271433,2015213,36
1,6.440675735473633,6.440675735473633,6.440675735473633,6,2,2.9373416900634766,1.4686708450317383,1.843130111694336,9,3.220337867736816,22.24278019240896,2015213,37
0,0.0,0.0,0.0,4,3,10.23304557800293,3.411015192667643,4.245613098144531,9,2.1228065490722656,8.674396215935499,2015213,38
1,3.7683372497558594,3.7683372497558594,3.7683372497558594,6,2,5.801355361938477,2.9006776809692383,3.755552291870117,9,1.8841686248779297,12.599929412306142,2015213,39
1,3.7559165954589844,3.7559165954589844,3.7559165954589844,7,2,2.278461456298828,1.139230728149414,1.2343921661376953,10,1.8779582977294922,10.329558740897905,2015213,40
1,2.8167991638183594,2.8167991638183594,2.8167991638183594,6,1,3.203561782836914,3.203561782836914,3.203561782836914,7,1.3276138305664058,10.891488267908679,2015213,41
1,0.48082923889160156,0.48082923889160156,0.48082923889160156,6,1,5.620538711547852,5.620538711547852,5.620538711547852,10,2.810269355773926,15.504656429486595,2015213,42
0,0.0,0.0,0.0,6,2,3.3715972900390625,1.6857986450195312,3.3294334411621094,9,1.6647167205810547,4.732800753511137,2015213,43
0,0.0,0.0,0.0,8,2,15.567838668823242,7.783919334411621,9.006181716918945,10,4.503090858459473,22.621947586944046,2015213,44
1,1.592092514038086,1.592092514038086,1.592092514038086,8,1,5.964620590209961,5.964620590209961,5.964620590209961,6,2.9823102951049805,22.390080258059466,2015213,45
0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,8,0.0,0.0,2015213,46
1,3.886432647705078,3.886432647705078,3.886432647705078,7,1,4.674446105957031,4.674446105957031,4.674446105957031,8,2.2397708892822266,16.74075133821162,2015213,47
0,0.0,0.0,0.0,4,1,0.7638931274414062,0.7638931274414062,0.7638931274414062,10,0.3819465637207031,0.5801613562932338,2015213,48
1,10.685100555419922,10.685100555419922,10.685100555419922,7,0,0.0,0.0,0.0,5,5.342550277709961,25.170883232063858,2015213,49
3,8.780256271362305,2.9267520904541016,4.593729019165039,9,0,0.0,0.0,0.0,5,2.296864509582519,7.994067325173636,2015213,50
2,2.605257034301758,1.302628517150879,2.318960189819336,7,1,5.033849716186523,5.033849716186523,5.033849716186523,8,2.5169248580932613,13.309348406621575,2015213,51
0,0.0,0.0,0.0,6,2,3.7027664184570312,1.8513832092285156,2.7542457580566406,8,1.3771228790283203,3.7731817961721448,2015213,52
1,1.8770523071289062,1.8770523071289062,1.8770523071289062,8,1,11.698894500732422,11.698894500732422,11.698894500732422,8,5.849447250366211,39.50956986391313,2015213,53
0,0.0,0.0,0.0,7,2,2.441671371459961,1.2208356857299805,2.0987377166748047,9,1.0493688583374023,2.383621746613769,2015213,54
