sample_idx,level,cutoff_m,birth,death,p
131,individual,2.75,7.8726935386657715,10.210827827453613,2.338134288787842
132,individual,2.75,19.1436710357666,22.1903133392334,3.046642303466797
132,individual,2.75,12.997788429260254,15.683472633361816,2.6856842041015625
132,individual,2.75,12.848365783691406,13.242042541503906,0.3936767578125
133,individual,2.75,15.725320816040039,21.121479034423828,5.396158218383789
133,individual,2.75,7.703927516937256,10.46823787689209,2.764310359954834
134,individual,2.75,17.256248474121094,18.656312942504883,1.400064468383789
134,individual,2.75,13.14684009552002,14.206622123718262,1.0597820281982422
134,individual,2.75,11.546536445617676,12.697940826416016,1.1514043807983398
135,individual,2.75,17.390554428100586,19.955520629882812,2.5649662017822266
136,individual,2.75,18.126676559448242,20.733781814575195,2.607105255126953
136,individual,2.75,13.209027290344238,13.22605037689209,0.017023086547851562
137,individual,2.75,12.70055866241455,12.800097465515137,0.09953880310058594
137,individual,2.75,10.082386016845703,10.393623352050781,0.3112373352050781
137,individual,2.75,7.085202693939209,7.780231475830078,0.6950287818908691
137,individual,2.75,5.643491744995117,5.940033435821533,0.296541690826416
138,individual,2.75,16.20178985595703,18.75864601135254,2.556856155395508
138,individual,2.75,13.839978218078613,17.9648380279541,4.124859809875488
138,individual,2.75,4.959377288818359,5.1782355308532715,0.2188582420349121
138,individual,2.75,4.654911518096924,5.275651454925537,0.6207399368286133
139,individual,2.75,13.320307731628418,13.552401542663574,0.23209381103515625
139,individual,2.75,10.952816009521484,11.770547866821289,0.8177318572998047
140,individual,2.75,14.412039756774902,17.54892921447754,3.1368894577026367
140,individual,2.75,14.184075355529785,19.56511688232422,5.381041526794434
140,individual,2.75,6.666580677032471,6.789499282836914,0.12291860580444336
141,individual,2.75,13.100175857543945,26.09117889404297,12.991003036499023
141,individual,2.75,7.121271133422852,7.268796443939209,0.14752531051635742
142,individual,2.75,17.931339263916016,22.07501792907715,4.143678665161133
142,individual,2.75,9.530335426330566,11.776880264282227,2.24654483795166
142,individual,2.75,8.27218246459961,8.372633934020996,0.10045146942138672
143,individual,2.75,14.22983455657959,15.900946617126465,1.671112060546875
143,individual,2.75,10.576034545898438,13.55656623840332,2.980531692504883
144,individual,2.75,12.101971626281738,12.77283000946045,0.6708583831787109
144,individual,2.75,11.543954849243164,11.88614273071289,0.34218788146972656
145,individual,2.75,11.8313570022583,18.330984115600586,6.499627113342285
145,individual,2.75,8.007308959960938,8.124161720275879,0.1168527603149414
145,individual,2.75,6.946324348449707,7.276214599609375,0.32989025115966797
146,individual,2.75,19.52316665649414,21.266935348510742,1.7437686920166016
146,individual,2.75,15.03256893157959,18.150062561035156,3.1174936294555664
147,individual,2.75,20.735307693481445,21.974040985107422,1.2387332916259766
147,individual,2.75,17.812088012695312,17.925289154052734,0.11320114135742188
147,individual,2.75,10.99727725982666,11.28744888305664,0.29017162322998047
147,individual,2.75,8.598848342895508,11.770977973937988,3.1721296310424805
148,individual,2.75,14.117230415344238,17.261436462402344,3.1442060470581055
148,individual,2.75,11.524864196777344,11.85263729095459,0.3277730941772461
149,individual,2.75,17.83821678161621,18.04135513305664,0.2031383514404297
149,individual,2.75,15.814101219177246,19.33217430114746,3.518073081970215
149,individual,2.75,11.688477516174316,12.248689651489258,0.5602121353149414
19,tactical,11.75,24.126861572265625,26.877288818359375,2.75042724609375
26,tactical,11.75,33.63844299316406,36.58060836791992,2.9421653747558594
30,tactical,11.75,25.020132064819336,30.24388885498047,5.223756790161133
32,tactical,11.75,33.49920654296875,37.92529296875,4.42608642578125
34,tactical,11.75,28.861841201782227,30.105030059814453,1.2431888580322266
